상품코드,판매상품 ID,상품명,정가,판매가,할인율,적립율,적립예정포인트,인물,출판사,발행(출시)일자,분야
9788937460586,S000000620195,싯다르타,"8,000","7,200",10%,5%,400,헤르만 헤세,민음사,20020120,소설
9791124137635,S000220693844,한국사 이상현상 연구원(일반판),"22,000","19,800",10%,5%,"1,100",최인서,다이브,20260831,소설
9791194891178,S000220587963,빵충 사육 준수 사항,"16,800","15,120",10%,5%,840,김혜영,안전가옥,20260722,소설
9791175772892,S000220307771,테오,"21,000","18,900",10%,5%,"1,050",앨런 레비,오팬하우스,20260701,소설
9791198547514,S000211748790,수족관,"17,700","15,930",10%,5%,880,유래혁,포스터샵,20240111,소설
9791169087520,S000221141797,녹색 절벽의 신자들,"19,000","17,100",10%,5%,950,조예은,오리지널스,20260908,소설
9788998441012,S000001632467,모순,"13,000","11,700",10%,5%,650,양귀자,쓰다,20130401,소설
9791167141637,S000220937605,서리꽃 세트,"40,000","36,000",10%,5%,"2,000",조정래,해냄출판사,20260824,소설
9788937460449,S000000620181,데미안,"8,000","7,200",10%,5%,400,헤르만 헤세,민음사,20090120,소설
9788937461798,S000000620316,브람스를 좋아하세요,"10,000","9,000",10%,5%,500,프랑수아즈 사강,민음사,20080502,소설
9791170614043,S000220515357,투명한 나선,"22,000","19,800",10%,5%,"1,100",히가시노 게이고,북다,20260713,소설
9788925588735,S000000479333,프로젝트 헤일메리,"22,000","19,800",10%,5%,"1,100",앤디 위어,알에이치코리아,20260219,소설
9788937443848,S000000619973,이방인,"10,000","9,000",10%,5%,500,알베르 카뮈,민음사,20190902,소설
9791141602376,S000216796615,안녕이라 그랬어,"16,800","15,120",10%,5%,840,김애란,문학동네,20250620,소설
9788936439996,S000220806975,찌니주의보,"16,800","15,120",10%,5%,840,정지아,창비,20260817,소설
9791141602451,S000217503188,절창(화이트 에디션),"18,000","16,200",10%,5%,900,구병모,문학동네,20250917,소설
9788937464690,S000218858335,악수도 없이 헤어졌다,"15,000","13,500",10%,5%,750,피천득,민음사,20251212,소설
9788937460883,S000000620225,오만과 편견,"13,000","11,700",10%,5%,650,제인 오스틴,민음사,20090120,소설
9788937461033,S000000620240,인간 실격,"9,000","8,100",10%,5%,450,다자이 오사무,민음사,20120410,소설
9788937473401,S000200550189,급류,"14,000","12,600",10%,5%,700,정대건,민음사,20221222,소설
9788932909349,S000000581291,그리스인 조르바,"14,800","13,320",10%,5%,740,니코스 카잔차키스,열린책들,20091220,소설
9788936439743,S000216111714,혼모노,"18,000","16,200",10%,5%,900,성해나,창비,20250328,소설
9788972750031,S000001122985,악의,"16,800","15,120",10%,5%,840,히가시노 게이고,현대문학,20190725,소설
9791141548612,S000221062041,데뷔 못 하면 죽는 병 걸림 5부 굿즈박스 세트(한정판),"144,000","129,600",10%,5%,"7,200",백덕수,위시북스,20261208,소설
9791172134686,S000221191551,끝나지 않는 노래,"18,000","16,200",10%,5%,900,최진영,한겨레출판,20260915,소설
9788937462146,S000000620351,면도날,"15,000","13,500",10%,5%,750,서머싯 몸,민음사,20090630,소설
9788998441074,S000001632473,나는 소망한다 내게 금지된 것을,"15,000","13,500",10%,5%,750,양귀자,쓰다,20190420,소설
9788937434488,S000000619590,노르웨이의 숲,"17,000","15,300",10%,5%,850,무라카미 하루키,민음사,20170807,소설
9788937486074,S000000621139,안나 카레니나 세트,"30,800","27,720",10%,5%,"1,540",레프 니콜라예비치 톨스토이,민음사,20121101,소설
9788937460777,S000000620214,1984,"11,000","9,900",10%,5%,550,조지 오웰,민음사,20070330,소설
9791167764126,S000219244059,세종의 나라 2,"22,000","19,800",10%,5%,"1,100",김진명,이타북스,20260224,소설
9788990982704,S000001461135,용의자 X의 헌신,"18,800","16,920",10%,5%,940,히가시노 게이고,재인,20170830,소설
9788937463433,S000000620480,시지프 신화,"12,000","10,800",10%,5%,600,알베르 카뮈,민음사,20160617,소설
9788937460050,S000000620142,동물농장,"8,000","7,200",10%,5%,400,조지 오웰,민음사,20090107,소설
2090000164985,S000220939335,백야,"14,500","13,050",10%,5%,720,표도르 도스토옙스키,문학동네,20260910,소설
9791194530701,S000218438100,괴테는 모든 것을 말했다(여름 에디션),"17,000","15,300",10%,5%,850,스즈키 유이,리프,20251118,소설
9788954681155,S000000781065,홍학의 자리,"14,000","12,600",10%,5%,700,정해연,엘릭시르,20210726,소설
9788936434120,S000000610612,소년이 온다,"15,000","13,500",10%,5%,750,한강,창비,20140519,소설
9788982735738,S000001277555,눈물을 마시는 새 세트,"66,000","59,400",10%,5%,"3,300",이영도,황금가지,20140201,소설
9791141603649,S000221189893,재이,"18,000","16,200",10%,5%,900,조남주,문학동네,20260909,소설
9788937404665,S000219468964,참을 수 없는 존재의 가벼움(리커버판),"17,000","15,300",10%,5%,850,밀란 쿤데라,민음사,20260310,소설
9791167764119,S000219244028,세종의 나라 1,"22,000","19,800",10%,5%,"1,100",김진명,이타북스,20260224,소설
9788937464614,S000215599577,사랑에 대하여,"15,000","13,500",10%,5%,750,안톤 체호프,민음사,20250120,소설
9788937460470,S000000620184,호밀밭의 파수꾼,"12,000","10,800",10%,5%,600,제롬 데이비드 샐린저,민음사,20230117,소설
9788972917793,S000061863290,존재의 세 가지 거짓말,"22,000","19,800",10%,5%,"1,100",아고타 크리스토프,까치,20220915,소설
9788954687041,S000061350870,새의 선물,"16,000","14,400",10%,5%,800,은희경,문학동네,20220603,소설
9788937461491,S000000620286,무진기행,"11,000","9,900",10%,5%,550,김승옥,민음사,20070803,소설
9788937460388,S000000620175,달과 6펜스,"10,000","9,000",10%,5%,500,서머싯 몸,민음사,20000620,소설
9791199757684,S000220272256,우리는 가장 밝은 밤에 헤어졌다,"17,800","16,020",10%,5%,890,표도르 도스토옙스키,윌마,20260617,소설
9791199305304,S000217089705,자몽살구클럽,"12,000","10,800",10%,5%,600,한로로,어센틱,20250725,소설
9791124255131,S000219595709,폰더 씨의 위대한 하루,"18,000","16,200",10%,5%,900,앤디 앤드루스,세종서적,20260410,소설
9791124038192,S000218969272,나의 완벽한 장례식,"19,000","17,100",10%,5%,950,조현선,북로망스,20260121,소설
9788937464720,S000218474573,사람은 무엇으로 사는가,"15,000","13,500",10%,5%,750,레프 톨스토이,민음사,20251028,소설
9791161571188,S000001803157,불편한 편의점(벚꽃 에디션),"16,800","15,120",10%,5%,840,김호연,나무옆의자,20210420,소설
9788937460944,S000000620231,차라투스트라는 이렇게 말했다,"16,000","14,400",10%,5%,800,프리드리히 니체,민음사,20040102,소설
9791124575178,S000220307596,달러구트 꿈 백화점 0,"17,800","16,020",10%,5%,890,이미예,팩토리나인,20260701,소설
9791168343887,S000220364011,주와 연,"17,500","15,750",10%,5%,870,청예,래빗홀,20260624,소설
9788937462788,S000000620415,노인과 바다,"8,000","7,200",10%,5%,400,어니스트 헤밍웨이,민음사,20120102,소설
9788937460708,S000000620207,체호프 단편선,"9,000","8,100",10%,5%,450,안톤 체호프,민음사,20021120,소설
9791141619992,S000221229253,눈 내리는 삼일포,"18,000","16,200",10%,5%,900,김연수,문학동네,20261002,소설
9788937477478,S000220297360,악마는 열심히 산다,"15,000","13,500",10%,5%,750,김화진,민음사,20260619,소설
9788937464386,S000211623169,이반 일리치의 죽음,"12,000","10,800",10%,5%,600,레프 톨스토이,민음사,20231208,소설
9788937460616,S000000620198,설국,"8,000","7,200",10%,5%,400,가와바타 야스나리,민음사,20090120,소설
9791191824582,S000220623768,태양 아래 올리브,"19,800","17,820",10%,5%,990,김초엽,자이언트북스,20260803,소설
9791170614029,S000220351148,연금술사,"16,800","15,120",10%,5%,840,파울로 코엘료,북다,20260703,소설
9791167372864,S000201621499,구의 증명(리커버판),"12,000","10,800",10%,5%,600,최진영,은행나무,20230426,소설
9788937417566,S000000618740,클라라와 태양,"17,000","15,300",10%,5%,850,가즈오 이시구로,민음사,20210329,소설
9791141617226,S000220215920,시간의 감촉,"18,800","16,920",10%,5%,940,은희경,문학동네,20260622,소설
9791162203392,S000001808667,아가미(애니메이션 더블 커버),"16,800","15,120",10%,5%,840,구병모,위즈덤하우스,20180330,소설
9788932023977,S000000569916,초조한 마음,"17,000","15,300",10%,5%,850,슈테판 츠바이크,문학과지성사,20130412,소설
9788925554990,S000000478177,스토너,"16,800","15,120",10%,5%,840,존 윌리엄스,알에이치코리아,20150102,소설
9788982819278,S000001280352,고래,"15,000","13,500",10%,5%,750,천명관,문학동네,20140416,소설
9788998441029,S000001632468,천년의 사랑,"15,000","13,500",10%,5%,750,양귀자,쓰다,20130420,소설
9788937462399,S000000620376,지하로부터의 수기,"11,000","9,900",10%,5%,550,표도르 도스토예프스키,민음사,20100226,소설
9788937462344,S000000620371,참을 수 없는 존재의 가벼움,"13,000","11,700",10%,5%,650,밀란 쿤데라,민음사,20091224,소설
9788937460500,S000000620187,수레바퀴 아래서,"8,000","7,200",10%,5%,400,헤르만 헤세,민음사,20090120,소설
9791141603540,S000221265030,쥬디 할머니(한지 에디션),"20,000","18,000",10%,5%,"1,000",박완서,문학동네,20260914,소설
9788932045726,S000221191898,소설 보다: 가을 2026,"5,500","4,950",10%,5%,270,박우연 외,문학과지성사,20260910,소설
9791124038604,S000220637951,기억의 무늬,"19,800","17,820",10%,5%,990,백희성,북로망스,20260805,소설
9791164455300,S000001830102,어린 왕자(초판본)(1943년 오리지널 초판본 표지디자인),"2,990","2,700",10%,5%,140,앙투안 생텍쥐페리,더스토리,20211004,소설
9788925588650,S000000479326,마션(스페셜 에디션),"19,800","17,820",10%,5%,990,앤디 위어,알에이치코리아,20210504,소설
9791190090261,S000001935255,천 개의 파랑,"17,000","15,300",10%,5%,850,천선란,허블,20200819,소설
9788998441081,S000001632474,희망,"19,800","17,820",10%,5%,990,양귀자,쓰다,20200630,소설
9788932925844,S000220929920,드라큘라,"18,800","16,920",10%,5%,940,브램 스토커,열린책들,20260815,소설
9788937465000,S000220240819,압록강은 흐른다,"14,000","12,600",10%,5%,700,이미륵,민음사,20260612,소설
9791141609962,S000216317041,연매장,"17,500","15,750",10%,5%,870,팡팡,문학동네,20250418,소설
9791191247329,S000201172390,눈이 올 정도로 추운지,"14,800","13,320",10%,5%,740,제시카 아우,엘리,20230310,소설
9791197671708,S000061451738,사서함 110호의 우편물,"17,000","15,300",10%,5%,850,이도우,수박설탕,20220730,소설
9788937486067,S000000621138,카라마조프가의 형제들 세트,"33,000","29,700",10%,5%,"1,650",표도로 도스토예프스키,민음사,20121101,소설
9788932023151,S000000569840,비행운,"15,000","13,500",10%,5%,750,김애란,문학과지성사,20120719,소설
9788937462849,S000000620421,죄와 벌 1,"11,000","9,900",10%,5%,550,도스토예프스키,민음사,20120330,소설
9788937460258,S000000620162,젊은 베르테르의 슬픔,"9,000","8,100",10%,5%,450,요한 볼프강 폰 괴테,민음사,19990320,소설
9791175774162,S000221251398,1차원의 삽목,"19,800","17,820",10%,5%,990,마쓰시타 류노스케,반타,20260910,소설
9791141601300,S000214032055,이중 하나는 거짓말,"16,000","14,400",10%,5%,800,김애란,문학동네,20240827,소설
9788954682152,S000000781116,작별하지 않는다,"16,800","15,120",10%,5%,840,한강,문학동네,20210909,소설
9788954641548,S000000779642,너무 시끄러운 고독,"15,000","13,500",10%,5%,750,보후밀 흐라발,문학동네,20160708,소설
9788937462856,S000000620422,죄와 벌 2,"11,000","9,900",10%,5%,550,도스토예프스키,민음사,20120330,소설
9791192738888,S000220938756,이상한 지도,"18,800","16,920",10%,5%,940,우케쓰,리드비,20260827,소설
9791167141644,S000220937602,서리꽃 1,"20,000","18,000",10%,5%,"1,000",조정래,해냄출판사,20260824,소설
9788932925868,S000220930171,프랑켄슈타인,"14,800","13,320",10%,5%,740,메리 W. 셸리,열린책들,20260815,소설
9788984374966,S000215985037,마음을 읽는 아이 오로르,"22,000","19,800",10%,5%,"1,100",더글라스 케네디,밝은세상,20250311,소설
9788986836837,S000200205332,왜 나는 너를 사랑하는가(70만 부 기념 리커버),"14,000","12,600",10%,5%,700,알랭 드 보통,청미래,20221110,소설
9788936434595,S000000610650,채식주의자,"17,000","15,300",10%,5%,850,한강,창비,20220328,소설
9791191824001,S000001953324,지구 끝의 온실,"18,500","16,650",10%,5%,920,김초엽,자이언트북스,20210818,소설
9788937463884,S000000620525,남아 있는 나날,"14,000","12,600",10%,5%,700,가즈오 이시구로,민음사,20210806,소설
9788937479793,S000000620699,내 이름은 빨강 1,"13,000","11,700",10%,5%,650,오르한 파묵,민음사,20191030,소설
9788937437564,S000000619722,참을 수 없는 존재의 가벼움,"17,000","15,300",10%,5%,850,밀란 쿤데라,민음사,20180620,소설
9788937461187,S000000620255,폭풍의 언덕,"13,000","11,700",10%,5%,650,에밀리 브론테,민음사,20090120,소설
9788937460043,S000000620141,변신 시골의사,"8,500","7,650",10%,5%,420,프란츠 카프카,민음사,20090120,소설
9788937464973,S000220295807,백치 1,"17,000","15,300",10%,5%,850,표도르 도스토옙스키,민음사,20260618,소설
9791143010216,S000219083403,죄와 벌 1~2권 세트,"35,000","31,500",10%,5%,"1,750",표도르 도스토옙스키,지식을만드는지식,20250828,소설
9791166688768,S000217098917,돌이킬 수 있는,"16,800","15,120",10%,5%,840,문목하,아작,20250725,소설
9791159921445,S000001786573,사탄탱고(블랙 에디션),"19,800","17,820",10%,5%,990,크러스너호르커이 라슬로,알마,20180509,소설
9788932917245,S000000581824,어린 왕자,"11,800","10,620",10%,5%,590,앙투안 드 생택쥐페리,열린책들,20151020,소설
9788973814725,S000001144035,멋진 신세계,"13,800","12,420",10%,5%,690,올더스 헉슬리,소담출판사,20150612,소설
9788937460753,S000000620212,위대한 개츠비,"9,000","8,100",10%,5%,450,F. 스콧 피츠제럴드,민음사,20090120,소설
9788954476836,S000221238257,청담동 다이어리,"18,000","16,200",10%,5%,900,정수현,자음과모음,20260909,소설
9791167903792,S000220735253,서성이다,"15,000","13,500",10%,5%,750,장강명,현대문학,20260805,소설
9791175773721,S000220663381,뒤틀린 사랑,"23,000","20,700",10%,5%,"1,150",아나 황,모모,20260728,소설
9788936431716,S000220451496,"알로하, 나의 엄마들","16,000","14,400",10%,5%,800,이금이,창비,20260615,소설
9788937446238,S000218622923,디 에센셜: 제인 오스틴(교보문고 특별판),"20,000","18,000",10%,5%,"1,000",제인 오스틴,민음사,20251114,소설
9791194891055,S000218149462,테세우스 패러독스,"16,000","14,400",10%,5%,800,이경희,안전가옥,20251015,소설
9788954618373,S000000778372,프랑켄슈타인,"11,000","9,900",10%,5%,550,메리 셸리,문학동네,20251010,소설
9791194413394,S000216819592,궤도,"17,000","15,300",10%,5%,850,서맨사 하비,서해문집,20250620,소설
9791194654063,S000216172302,긴키 지방의 어느 장소에 대하여,"16,800","15,120",10%,5%,840,세스지 외,반타,20250410,소설
9791194280804,S000215820966,변신(초판본)(1916년 오리지널 초판본 표지디자인),"2,980","2,690",10%,5%,140,프란츠 카프카,더스토리,20250228,소설
9788937464638,S000215912789,지킬 박사와 하이드 씨의 기이한 사건,"12,000","10,800",10%,5%,600,로버트 루이스 스티븐슨 외,민음사,20250220,소설
9791193790083,S000213029112,히든 픽처스,"14,000","12,600",10%,5%,700,제이슨 르쿨락,문학수첩,20240503,소설
9791130646381,S000211513068,이처럼 사소한 것들,"13,800","12,420",10%,5%,690,클레어 키건,다산책방,20231127,소설
9791198363510,S000202972046,아몬드,"16,800","15,120",10%,5%,840,손원평,다즐링,20230714,소설
9791190174756,S000001936854,"칵테일, 러브, 좀비 (리커버)","13,000","11,700",10%,5%,650,조예은,안전가옥,20230125,소설
9791167901484,S000200550190,나미야 잡화점의 기적(무선 보급판),"18,800","16,920",10%,5%,940,히가시노 게이고,현대문학,20221219,소설
9788936438838,S000061694154,아버지의 해방일지,"17,000","15,300",10%,5%,850,정지아,창비,20220902,소설
9791191043754,S000061353833,세상의 마지막 기차역(리커버 에디션),"16,800","15,120",10%,5%,840,무라세 다케시,모모,20220509,소설
9791197377143,S000001986136,"어서 오세요, 휴남동 서점입니다","15,000","13,500",10%,5%,750,황보름,클레이하우스,20220117,소설
9788937463945,S000000620531,케이크와 맥주,"13,000","11,700",10%,5%,650,서머싯 몸,민음사,20210910,소설
9791190090018,S000001935245,우리가 빛의 속도로 갈 수 없다면,"17,000","15,300",10%,5%,850,김초엽,허블,20190624,소설
9788972758945,S000001123764,모스크바의 신사,"18,000","16,200",10%,5%,900,에이모 토울스,현대문학,20180622,소설
9791162203620,S000001808685,파과,"17,800","16,020",10%,5%,890,구병모,위즈덤하우스,20180416,소설
9791196222628,S000001973588,회색 인간,"13,000","11,700",10%,5%,650,김동식,요다,20171227,소설
9788937473166,S000000620599,해가 지는 곳으로,"14,000","12,600",10%,5%,700,최진영,민음사,20170630,소설
9788959134823,S000000887763,사랑의 생애,"18,500","16,650",10%,5%,920,이승우,위즈덤하우스,20170302,소설
9788952776372,S000000733954,리틀 라이프 1,"16,800","15,120",10%,5%,840,한야 야나기하라,시공사,20160616,소설
9788956609959,S000000828491,종의 기원,"16,800","15,120",10%,5%,840,정유정,은행나무,20160516,소설
9788932917207,S000000581821,앵무새 죽이기,"15,800","14,220",10%,5%,790,하퍼 리,열린책들,20150630,소설
9788937460432,S000000620180,고도를 기다리며,"9,000","8,100",10%,5%,450,사뮈엘 베케트,민음사,20120220,소설
9788937460036,S000000620140,햄릿,"7,000","6,300",10%,5%,350,셰익스피어,민음사,20090120,소설
9788970135472,S000001069444,은하수를 여행하는 히치하이커를 위한 안내서(합본),"71,000","63,900",10%,5%,"3,550",더글러스 애덤스,책세상,20051220,소설
9788937460272,S000000620164,다섯째 아이,"13,000","11,700",10%,5%,650,도리스 레싱,민음사,19990625,소설
9788937477515,S000221365798,우리 착한 나진,"15,000","13,500",10%,5%,750,이서수,민음사,20260918,소설
9788932925851,S000220930092,에드거 앨런 포 단편선,"15,800","14,220",10%,5%,790,에드거 앨런 포,열린책들,20260815,소설
9791168344044,S000220566745,지푸라기 왕관을 쓴 여자,"18,800","16,920",10%,5%,940,박상영,래빗홀,20260722,소설
9791193235966,S000220211813,윗집 부부,"18,000","16,200",10%,5%,900,황보름,클레이하우스,20260624,소설
9788932925738,S000220036769,나는 고양이로소이다,"16,800","15,120",10%,5%,840,나쓰메 소세키,열린책들,20260525,소설
9791167376275,S000219138574,내 심장을 쏴라,"18,000","16,200",10%,5%,900,정유정,은행나무,20260206,소설
9791141615055,S000218961437,쥬디 할머니,"18,500","16,650",10%,5%,920,박완서,문학동네,20260120,소설
9788937464713,S000218841048,쓰가루,"13,000","11,700",10%,5%,650,다자이 오사무,민음사,20251212,소설
9788937464737,S000217485868,도련님,"13,000","11,700",10%,5%,650,나쓰메 소세키,민음사,20250905,소설
9791160405750,S000209209050,단 한 사람,"15,000","13,500",10%,5%,750,최진영,한겨레출판,20230930,소설
9791156754312,S000208855562,인생(위화 작가 등단 40주년 기념 리커버 특별판),"16,800","15,120",10%,5%,840,위화,푸른숲,20230905,소설
9791161571379,S000061532631,불편한 편의점 2(단풍 에디션),"16,800","15,120",10%,5%,840,김호연,나무옆의자,20220810,소설
9788937464034,S000061350717,달려라 메로스,"14,000","12,600",10%,5%,700,다자이 오사무,민음사,20220603,소설
9791191056556,S000001947560,미드나잇 라이브러리,"17,500","15,750",10%,5%,870,매트 헤이그,인플루엔셜,20210428,소설
9791164453115,S000001829920,데미안(초판본)(1919년 오리지널 초판본 표지 디자인),"2,980","2,690",10%,5%,140,헤르만 헤세,더스토리,20200820,소설
9788937463686,S000000620505,여름,"12,000","10,800",10%,5%,600,이디스 워튼,민음사,20200814,소설
9788936434427,S000000610639,유원,"14,000","12,600",10%,5%,700,백온유,창비,20200619,소설
9788937443671,S000000619968,부활 2,"13,000","11,700",10%,5%,650,레프 톨스토이,민음사,20191227,소설
9788937443664,S000000619967,부활 1,"12,000","10,800",10%,5%,600,레프 톨스토이,민음사,20191227,소설
9788937479809,S000000620700,내 이름은 빨강 2,"13,000","11,700",10%,5%,650,오르한 파묵,민음사,20191030,소설
9788992036962,S000001491388,고백,"14,800","13,320",10%,5%,740,미나토 가나에,비채,20180823,소설
9788937462672,S000000620404,페스트,"14,000","12,600",10%,5%,700,알베르 카뮈,민음사,20110403,소설
9788937461699,S000000620306,포스트맨은 벨을 두 번 울린다,"11,000","9,900",10%,5%,550,제임스 M. 케인,민음사,20071228,소설
9788937461118,S000000620248,크눌프,"9,000","8,100",10%,5%,450,헤르만 헤세,민음사,20041120,소설
9788937461088,S000000620245,달콤 쌉싸름한 초콜릿,"13,000","11,700",10%,5%,650,라우라 에스키벨,민음사,20041020,소설
9788937460555,S000000620192,모래의 여자,"10,000","9,000",10%,5%,500,아베 코보,민음사,20011110,소설
9788936481698,S000221352069,엄마를 부탁해(리마스터판),"20,000","18,000",10%,5%,"1,000",신경숙,창비,20260921,소설
9791127888671,S000221178586,왕의 프러포즈 8,"8,500","7,650",10%,5%,420,타치바나 코우시,디앤씨미디어,20260921,소설
9791170614135,S000220845906,이효석문학상 수상작품집 2026,"17,000","15,300",10%,5%,850,박솔뫼 외,북다,20260818,소설
9788937465017,S000220988235,밀회,"15,000","13,500",10%,5%,750,아베 코보,민음사,20260818,소설
9791175488649,S000220662966,헝거 게임: 50번째 추첨의 날,"20,000","18,000",10%,5%,"1,000",수잔 콜린스,북폴리오,20260731,소설
9791141603410,S000220363935,두 도시 이야기,"20,000","18,000",10%,5%,"1,000",찰스 디킨스,문학동네,20260630,소설
9791175773387,S000220296667,신 퇴마록 신세편 2,"22,000","19,800",10%,5%,"1,100",이우혁,반타,20260623,소설
9791175773370,S000220296661,신 퇴마록 신세편 1,"22,000","19,800",10%,5%,"1,100",이우혁,반타,20260623,소설
9791172134297,S000220271017,인비인,"18,000","16,200",10%,5%,900,성해나,한겨레출판,20260619,소설
9791190818483,S000220041732,아무도 미워하지 않는 자의 죽음,"16,700","15,030",10%,5%,830,잉게 숄,시간과공간사,20260619,소설
9788937464980,S000220295810,백치 2,"17,000","15,300",10%,5%,850,표도르 도스토옙스키,민음사,20260618,소설
9791171311774,S000219457925,행복한 죽음,"15,000","13,500",10%,5%,750,알베르 카뮈,책세상,20260331,소설
9791166688867,S000219303088,유령해마(소장판),"18,000","16,200",10%,5%,900,문목하,아작,20260310,소설
9791171715503,S000218606713,죽은 왕녀를 위한 파반느(양장 특별판),"20,000","18,000",10%,5%,"1,000",박민규,위즈덤하우스,20251119,소설
9788901296906,S000217222979,그 많던 싱아는 누가 다 먹었을까(박완서 X 이옥토 리커버 특별판),"18,500","16,650",10%,5%,920,박완서,웅진지식하우스,20250818,소설
9791170612759,S000217048850,가공범,"22,000","19,800",10%,5%,"1,100",히가시노 게이고,북다,20250721,소설
9791194591627,S000216090373,페스트(초판본)(1947년 오리지널 표지디자인),"3,980","3,590",10%,5%,190,알베르 카뮈,더스토리,20250410,소설
9791193790564,S000214780290,해리 포터와 혼혈 왕자 1,"13,000","11,700",10%,5%,650,J.K. 롤링,문학수첩,20241128,소설
9788937428234,S000214717572,비눗방울 퐁,"15,000","13,500",10%,5%,750,이유리,민음사,20241108,소설
9788937456121,S000211622457,디 에센셜: 알베르 카뮈(무선 보급판),"17,000","15,300",10%,5%,850,알베르 카뮈,민음사,20231208,소설
9791164456338,S000201096967,데미안(리커버 한정판),"15,000","13,500",10%,5%,750,헤르만 헤세,더스토리,20230315,소설
9791167901354,S000200115764,랑과 나의 사막,"15,000","13,500",10%,5%,750,천선란,현대문학,20221025,소설
9788960174191,S000000919960,제노사이드,"18,000","16,200",10%,5%,900,다카노 가즈아키,황금가지,20220810,소설
9791168340510,S000061450857,파친코 1,"15,800","14,220",10%,5%,790,이민진,인플루엔셜,20220805,소설
9788937429859,S000061350710,도리언 그레이의 초상 1890,"11,800","10,620",10%,5%,590,오스카 와일드,민음사,20220429,소설
9788954683708,S000000781194,백야,"14,500","13,050",10%,5%,720,표도르 도스토옙스키,문학동네,20211129,소설
9791164455263,S000001830098,인간 실격(초판본)(1948년 오리지널 초판본 표지디자인),"2,990","2,700",10%,5%,140,다자이 오사무,더스토리,20210910,소설
9788954681179,S000000781066,밝은 밤,"17,000","15,300",10%,5%,850,최은영,문학동네,20210727,소설
9791167370280,S000001849737,완전한 행복,"17,800","16,020",10%,5%,890,정유정,은행나무,20210608,소설
9788925588711,S000000479331,아르테미스(스페셜 에디션),"19,800","17,820",10%,5%,990,앤디 위어,알에이치코리아,20210504,소설
9788932920238,S000000582058,깊이에의 강요,"16,800","15,120",10%,5%,840,파트리크 쥐스킨트,열린책들,20200420,소설
9788972758389,S000001123721,노변의 피크닉,"16,800","15,120",10%,5%,840,아르카디 스트루가츠키 외,현대문학,20171218,소설
9788952777645,S000000734079,유년기의 끝,"19,800","17,820",10%,5%,990,아서 C. 클라크,시공사,20161216,소설
9788932916804,S000000581783,돈키호테 1,"19,800","17,820",10%,5%,990,미겔 데 세르반테스 사아베드라,열린책들,20141115,소설
9788937460463,S000000620183,카탈로니아 찬가,"10,000","9,000",10%,5%,500,조지 오웰,민음사,20140825,소설
9788937462900,S000000620427,구르브 연락 없다,"11,000","9,900",10%,5%,550,에두아르도 멘도사,민음사,20120629,소설
9788954611800,S000000777812,1Q84 3,"15,800","14,220",10%,5%,790,무라카미 하루키,문학동네,20100727,소설
9788972976196,S000001129490,나의 라임 오렌지나무,"13,000","11,700",10%,5%,650,J. M. 바스콘셀로스,동녘,20100415,소설
9788937460067,S000000620143,허클베리 핀의 모험,"13,000","11,700",10%,5%,650,마크 트웨인,민음사,20090120,소설
9788937460210,S000000620158,파우스트 1,"11,000","9,900",10%,5%,550,요한 볼프강 폰 괴테,민음사,20090120,소설
9788937461378,S000000620274,인생의 베일,"11,000","9,900",10%,5%,550,서머싯 몸,민음사,20070202,소설
9788958560760,S000000877181,톨스토이 단편선 1,"10,000","9,000",10%,5%,500,L. N. 톨스토이,인디북,20051223,소설
9788937460197,S000000620156,파리대왕,"13,000","11,700",10%,5%,650,윌리엄 골딩,민음사,20001016,소설
9788937460111,S000000620148,인간의 굴레에서 1,"13,000","11,700",10%,5%,650,서머싯 몸,민음사,19980930,소설
9791193866566,S000221268729,탄흔,"17,500","15,750",10%,5%,870,데라오 데쓰야,드롬,20260928,소설
9791168344198,S000221061936,트와이스,"18,000","16,200",10%,5%,900,미치 앨봄,인플루엔셜,20260828,소설
9791170614296,S000221061490,스핑크스의 왼쪽 눈동자,"16,800","15,120",10%,5%,840,김유진,북다,20260828,소설
9791175774094,S000221061921,온고쿠,"16,800","15,120",10%,5%,840,기타자와 도,반타,20260826,소설
9791167141651,S000220937603,서리꽃 2,"20,000","18,000",10%,5%,"1,000",조정래,해냄출판사,20260824,소설
9791192313894,S000220341461,I,"18,800","16,920",10%,5%,940,미치오 슈스케,북스피어,20260630,소설
9791175910942,S000220271742,서울의 선인,"18,000","16,200",10%,5%,900,김호연,위즈덤하우스,20260617,소설
9791158162085,S000219508326,용궁장의 고백,"16,800","15,120",10%,5%,840,조승리,달,20260320,소설
9788937404672,S000219468971,불멸(리커버판),"17,000","15,300",10%,5%,850,밀란 쿤데라,민음사,20260310,소설
9791173830242,S000218565615,비밀 속의 비밀 2,"16,800","15,120",10%,5%,840,댄 브라운,문학수첩,20251205,소설
9791171713929,S000216885391,여름은 고작 계절,"17,500","15,750",10%,5%,870,김서해,위즈덤하우스,20251127,소설
9791173830235,S000218565637,비밀 속의 비밀 1,"16,800","15,120",10%,5%,840,댄 브라운,문학수첩,20251127,소설
9791193078709,S000218147274,아무도 오지 않는 곳에서,"17,000","15,300",10%,5%,850,천선란,허블,20251027,소설
9791168343108,S000217345795,양면의 조개껍데기(리커버 특별판),"17,500","15,750",10%,5%,870,김초엽,래빗홀,20250827,소설
